token,title,rent/sell,apartment/house,category,register_data,description,city,district,price,credit,rent,business-type,image,build_date,room,meterage,location,elevator,parking,storage,unitpf,tabaghe,sanad,jahat,vaziat,balkon,wc,jenskaff,cooler,heater,tamin_hot_water
gZjBAG5E,آپارتمان ۷۰ متری ۲ خواب مولوی ۲۷,residential-sell,apartment-sell,apartment-sell,06-8-2024,"آپارتمان ۷۰ متری ۲ خواب مولوی ۲۷|فروش آپارتمان|زاهدان|خرید و فروش آپارتمان ۷۰ متری دو خواب طبقه همکف مولوی ۲۷
مجتمع ۳ واحدی 
خوش نقشه در بازار 
سال ساخت ۹۶
گازکشی 
دارای گاز رومیزی 
۱۲ متر حیاط اختصاصی 
با همسایگان عالی 
تخفیف پای قولنامه| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",zahedan,,1300000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/dmMbzy3A_bqQOmWa17FMGA/f3440f35-379e-467e-90cb-9e506bd3a720.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/4iUYQoIUwAdYj78dB2PmNw/621ea0fb-27a3-467a-aade-b4599cc5585a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/rksh4B6A7C3JhknNso_nqQ/d731a06d-d635-492d-bc05-28fac9b7410d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/6-caVwABdkvZvPWPQq8-Qg/44a5ec7a-2ed6-4846-a98e-b4328cdc20a8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/-6CHHC5LlDzB0HtjmGSGrg/79945fd6-2d8e-40c3-aabe-ce1814b39389.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Xi0J46mYiJR1qt5uyV1VWQ/bbefbe79-983a-45d7-895d-03c37bfef4b9.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/rBmehUCk7r0kt5EvIhDF6A/ecc1d825-c067-4c85-bb50-ad88f6cf8b4a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/AGIUVKG3RsJGWli8_9V3Ew/8ab1479a-6237-469d-b69d-8f4088ccbc22.jpg']",1396,2,70,,دارد,ندارد,دارد,1,,تک‌برگ,,,دارد,ایرانی,سرامیک,کولر آبی,,
gZjC5mZB,همخونه,residential-rent,apartment-rent,apartment-rent,26-7-2024,همخونه|اجارهٔ آپارتمان|ایلام|خرید و فروش یک نفر مطمئن و مورد اعتماد| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,ilam,,0,60000000,2000000,personal,,1401,2,120,"{'latitude': 33.63096781399, 'longitude': 46.395699076561}",دارد,دارد,دارد,,,,,بازسازی نشده,,,,,,
gZJdayda,آپارتمان بازسازی همکف خوارزمی گلدیس,residential-sell,apartment-sell,apartment-sell,18-7-2024,"آپارتمان بازسازی همکف خوارزمی گلدیس|فروش آپارتمان|شاهین‌شهر|خرید و فروش با سلام 
فروش اپارتمان همکف 1خوابه روبه افتاب
58متری *بازسازی کامل با سندششدانگ*
(کابینت ام دی اف گاز صفحه ای
رنگ ونقاشی وکمد دیواری
کف سرامیک وغیره) 
تخلیه وآماده تحویل
درصورت درخواست خریدار مبلغ 170 رهن مستاجر می‌رود که از مبلغ کل کم میشود
{موارد مشابه موجود است}
ساعت تماس 10 الی 13 و 17 الی 22| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",shahin-shahr,,1170000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/videos/thumbnails/bf608df8-286d-4388-b226-532dddf40ad5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/PWG6HmfIW_rkFu7WphPzlA/81a87b9d-f92d-4261-a807-ca990988ab3e.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/COUK4w4buRl3I89CDZ84xg/056a5235-da46-4330-a873-795191771c8b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/wbH4u1MTVpMd0n_SRRXf9Q/f978b36a-bbaa-403e-9fb5-553875fd942e.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/UDjvmNYtjvXAhBxAPej8ag/3911a90b-ec88-4897-a935-e132943db26d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/o3RMg4x4p748d5hei3-Jxw/44370e24-c0a1-4e30-b403-f746b6bd1ed9.jpg']",1385,1,58,,ندارد,ندارد,ندارد,4,,تک‌برگ,جنوبی,بازسازی شده,دارد,ایرانی,سرامیک,کولر آبی,بخاری,آبگرم‌کن
gZJexfH6,۹۴متری اراج,residential-sell,apartment-sell,apartment-sell,05-8-2024,"۹۴متری اراج|فروش آپارتمان|تهران، اراج|خرید و فروش بسیار خوش نقشه 
نور جنوب فوق العاده 
اوکیشن دنج و عالی 
تراس بزرگ رو به جنوب 
۷طبقه ۲واحدی 
سرایدار مقیم+لابی 
پارکینگ انباری اسانسور 
بازدید =خرید 
بازدید آزاد کیلید دست خون هستش| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,araj,12199999488,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/MN9i7_6yomYhkyII9J7Tqg/8a89a5b0-e2b4-4dbe-a88f-710dc3a7d111.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YESDubp0q3dj9FC78MMdkA/80443812-4c2b-41a8-9288-61bd301a3e30.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/xi4fVZhesendLJCim1Zkmg/d184d034-5b86-47ae-8327-34b1765b0a0f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/40whgcbb8kOKfKvrggkWZg/6ab74670-bc77-42f1-ab3e-cf6f2b72a54b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0KpG9iXboyl5Jv9zOsuM1g/0391b7c7-319f-4a45-9f31-40209b26988c.jpg']",1392,2,94,,,,,,,,,,,,,,,
gZJGxqz8,همکف فول _ آتلانتیک _ ناحیه صنعتی,residential-sell,apartment-sell,apartment-sell,05-8-2024,"همکف فول _ آتلانتیک _ ناحیه صنعتی|فروش آپارتمان|بندر ماهشهر|خرید و فروش واحد نوساز کلید اول 
 بسیار لوکس در بهترین نقطه شهر 
 گیت نگهبانی ۲۴ ساعته 
 امنیت فول
♦️واحد فول امکانات تکمیل :
  دارای جکوزی 
 یک خواب مستر
سه سرویس بهداشتی (دو فرنگی یک ایرانی)
  بهترین متریال
کابینت های گلس + جزیره
 نور پردازی 
روف گاردن با منظره عالی و غیره 



اطلاعات بیشتر و بازدید ◀️ تماس
حلافی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",mahshahr,,8970000384,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/Z0r5XvymD6Ge3OYYqKtTig/cb810a70-06cf-4ce2-a507-63dbe19e5bba.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/J6JJ0DCLe08DA6zTwCWwCg/aa4b627d-c478-400c-b1da-11b938a4eb4c.jpg']",1403,3,160,,,,,,,,,,,,,,,
gZJiSHR3,۹۵متر_سهروردی جنوبی_دوخواب بزرگ_پارکینگدار,residential-rent,apartment-rent,apartment-rent,05-8-2024,"۹۵متر_سهروردی جنوبی_دوخواب بزرگ_پارکینگدار|اجارهٔ آپارتمان|تهران، سهروردی|خرید و فروش سهروردی جنوبی
۹۵متر
طبقه ی دوم فاقد آسانسور
بازسازی کامل
۱۴۰۰رهن کامل
قابل تبدیل
۱۱۰۰رهن ۹ اجاره 

مشاور شما ابراهیم زاده| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,north-sohrevardi,0,1400000000,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/kbGl3VpudSMrtm7xX1PLyw/e0faad0e-ff5f-4968-8b47-b7b6f74d2cea.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/hHdL_M2ti1h0tKiCgd-M-Q/5df67f9f-0d69-4ffd-9e50-c4d14d3503db.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/ck-m-7GMjk2PM74Nesrgag/47dc1830-f5ed-41fe-9c1a-8b4dbc5397a4.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/NcLu1urO2NmFl2JxNV1kCQ/fc6c7dee-7205-4ee0-bf1d-a386659f17cb.jpg']",1383,2,95,"{'latitude': 35.722297499788, 'longitude': 51.434286093268}",ندارد,دارد,دارد,2,,,,بازسازی شده,,,,,,
gZjlBTB8,ویلا بزرگ شیک روزانه و شبانه,temporary-rent,villa,villa,06-8-2024,"ویلا بزرگ شیک روزانه و شبانه|اجارهٔ کوتاه مدت ویلا و باغ|زیباکنار|خرید و فروش اجاره ویلا سوبلکس 
مناسب جشن و مهمانی
اجاره ویلا دوبلکس دارای شاه نشین 
با تمامی وسایل و امکانات 
مناسب جشن،تولد،مهمانی بدون هیچ گونه مزاحمتی 
ویلا ساحلی 
دارای ۳ خواب 
دارای ۸ پارکینگ ماشین
اجاره هر شب ۲۰۰۰۰۰۰. تومن   
برای اطلاع از خالی بودن {{برای رزرو تولد یک هفته زود تر اقدام کنید}}
و استعلام قیمت تولد تماس بگیرین
ویلا انزلی زیبا کنار خشک اسطلخل| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",zibakenar,,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/5nCbUnSYhstQjGGWLzpOHA/f4aa0629-32f3-4724-a985-75526bb948a1.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/-KrLfXf_ekopjRSt4wuC4w/a8391c0e-136b-4c20-90ef-9cc9b9e82dae.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/602cejSQNvt-j31sx1jwwA/d4ac4426-5a5c-4f1d-b30b-5cfbe2e054be.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/dV2RB8kwOXnn6YxRq4nUOQ/5d73e813-606f-428d-a84b-c062373ae4aa.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/NXPvyO4oWINZ4HPlnxBDmg/90cc486d-b759-4412-a358-6d593d2217ac.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/aJjmbbNqGSnQy9oGGZFeOQ/33e0e334-b38e-488e-9963-668f41e6150c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/5ZBqtnS06Tzt6sUFAhcknw/ed4c7890-fdda-47a1-ab1c-b6fc1b4b79f3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/OulziVp2riM8f2V5pIhM2g/67d867a5-9488-499a-b392-e8b341d227ad.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/vRnPJddH12SLSB6kg94Glw/f44eb985-c00f-4afb-aecb-57ae3a205540.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/SzYgxaN997gD-5nFqKN2mQ/a1a1b06e-190d-4681-abb7-2ff272b36379.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/UJThENYXEAY4HHpsPOCt7w/fedf404e-d27a-43aa-b43b-4b9439832720.jpg']",,3,280000,"{'latitude': 37.417072563761, 'longitude': 49.869689941406}",,,,,,,,,,,,,,
gZjm1Esi,اجاره روزانه ویلا استخردار,temporary-rent,villa,villa,26-7-2024,"اجاره روزانه ویلا استخردار|اجارهٔ کوتاه مدت ویلا و باغ|شهریار|خرید و فروش ۷۰۰ متر 
۱۲۰ متر بنا 
دوخواب
استخردار سرپوشیده
تصفیه دائم
کلرزنی دائم
سرمایش کولرگازی
باربیکیو حیاط پارکینگ
سرسبز
امنیت و دسترسی عالی
شنبه تا سشنبه ۱۵۰۰
پنجشنبه ۳ 
جمعه ۲۵۰۰| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",shahriar-city,,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/cQi0cgdUCKxxxWn_cScK4w/f8a3deb2-99d2-4bfe-a618-736f24e30c50.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZDRh9-kAmy8J1QZr0YCxAQ/46006474-30e7-447a-b28d-1adbf86741fa.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/iZ4YqLLlUr7S7cAciz3WGQ/78381b6a-fe30-4265-a5d5-33fb2ca60d6b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Ybr7OSR2SrSPQSEQMKs3mw/7636edca-a323-4a24-bb33-907db21abac9.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/kt6GREbN62btrO8xnFHyOA/20fa85ad-8e73-4bc8-ae75-5c6dd47b5475.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/lnj1KT7FEvYIclvvM6uxmQ/ab977d02-58db-4e52-9046-3bdf5590ddbe.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/i_1hkk5Ckc20gXQPb9YRBQ/d4fe9931-05dd-4499-bd10-d52e3a0620b3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/-GaF9W-c1vDmCrn7j7_H5g/29694914-e8d0-42a0-be89-014d36f96a77.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/encnH12Q_NoNjOHp6ULnJw/3c760a1d-497b-4f6a-961a-d7e2d959ff9f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/L4SGVR6JsTRVeIXke4kcTw/aab3c2bc-1665-4ff2-9205-2009130e7fb0.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZTLs9sji0feS4qzjjPL-fw/d2a8898d-fd95-43aa-ada0-1a41e2c16c3b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZTmiFnOZb6wUXala0EcNFA/fea86c1d-7fa9-4324-a61f-6f9a78d385d1.jpg']",,2,700,,,,,,,,,,,,,,,
gZJmhcek,۱۷۰ متر سعادت آباد مدرن و بی همتا,residential-sell,apartment-sell,apartment-sell,05-8-2024,"۱۷۰ متر سعادت آباد مدرن و بی همتا|فروش آپارتمان|تهران، سعادت‌آباد|خرید و فروش ۱۷۲ متر ۳ خواب
کلید نخورده 
۶ طبقه ۳ واحدی
بسیار خوش نقشه و لوکس 
غرق در نور بدون پاسیو
پنجره‌های قدی با دید مستقیم
بدون مشرف 
تراس قابل چیدمان 
مسترروم 
اتاق خوابهای بزرگ 
متریال و اجرا درجه یک 
برق هوشمند
شیرآلات توکار و برند
آشپزخانه نیمه فرنیش
۲ پارکینگ سندی باکس 
خدمات هتلینگ و تیم خدماتی مستقر در ساختمان 
لابی مجلل و مبله 
لابی من ۲۴ ساعته 
کافی شاپ
روف گاردن 
استخر و سونا و جکوزی 
باشگاه ورزشی مجهز 
سالن اجتماعات مبله 
مشاور شما رحیم خزایی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,saadat-abad,57000001536,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/Gc3P1mtgkVMxijiSrqUtfQ/4a885334-8a29-45a1-a4f5-025dc76b5408.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/e7Ko1l1u1oOrfdp_MpGrcw/805566cc-a9e6-47fa-b220-c9db2ca5bd09.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/HObviwvyn8yPbhseD9U79Q/ad9cc12a-f098-433a-8c69-12599390ac81.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/GiGTOA86X66x44Ox6_Ohvg/e432e7cf-4c86-4ccd-8c5b-b51a888de723.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/s0LEdDFRbKS2nI9d3uEU_g/8b849f97-ddf1-40cf-8e8f-50d99606c8d4.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/1UfWy1JHLfa_mhf-aP_ovQ/56c49db7-1e78-438e-84f6-21b2a23245b0.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/4fbg5bNCpsqAOE4HxQnzEQ/22e3c916-8602-432c-b6a9-dbea1b7e714c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/BjpEojO2pBC515EC1Y27vQ/34681b4b-1a3d-4b4c-9ab2-4e831a4b05c7.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/mn6Qaag9aDe8GJ4tYYTGaQ/dae990cc-f4fd-4fab-8b0e-2bd3bb3f41cb.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/anmh2iB78VIpbI4W1WNFwg/3756c1ba-2e62-4224-948d-e2831e695ee2.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/5xnjwLzdcpgHWr1HLcQmwA/bb6c8cda-c9d2-4715-81fe-3cd203dac4c0.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/g1Hke7TTa4tUPCQ2XpSYlw/cc72e8e6-fce2-4dad-8f4c-1054b49683a0.jpg']",1402,3,170,"{'latitude': 35.783768, 'longitude': 51.384647}",دارد,دارد,دارد,3,,تک‌برگ,,,دارد,فرنگی,سرامیک,فن کوئل,فن کوئل,موتورخانه
gZJOkK33,کلبه چوبی تراسدارجنگلی جاده ییلاق اولسبلنگاسوچاله,temporary-rent,villa,villa,05-8-2024,"کلبه چوبی تراسدارجنگلی جاده ییلاق اولسبلنگاسوچاله|اجارهٔ کوتاه مدت ویلا و باغ|ماسال|خرید و فروش اجاره کلبه تراس دار چوبی جنگلی دربستی با تراس۵۰متری(توجه:این کلبه سمت جنگل اختصاصی یه تراس ۵۰ متری داره که میتونید پشه بند بزنید اونجا بخوابید چون نزدیک به برکه وچشمه وییلاق اولسبلنگاه هستش شبها سرد سرد ه) دوخوابه وهر اطاق با تخت دونفره 
باهمه امکانات جدید رفاهی سرمایشی اسپیلیت...
وسایل آشپزخانه سرویس کامل برای آشپزی.بابیکیوداخل حیاط دربستی درمسیر جاده ییلاقی اولسبلنگاه و سوچاله زیبا...جای بکر و زیبا..| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",masal,,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/r6M4FgdWBPMbzYy3fTl-Ww/4511f603-3891-4f71-9ab0-790c2e94d516.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/kEhKSSzVG7E1s7SAJL3sLw/8539aabc-7c82-4756-8f23-0cede188a738.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/7xp7uEyK2ZmZgbWSLzFrqw/88d9ac73-4d2d-4c63-9d61-42e7af791c59.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/q_WCblCyLdSSMLYMQVOglg/d63da189-1137-476e-9aeb-05ec8c9cfaf7.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/8gIVI7IlAkMs5zdPw9rs4g/6a3f22c7-617a-4a24-8cc4-3cf770218555.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/9ITloyhaYXP-KnTHhyyQyw/38973925-fcd8-43a8-b604-dbe30a7def18.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/KK0p31F5-00OK4aTwpVlKw/e95ca494-97a5-4eb3-8406-d8d51fa4309e.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/dFhV8YH_JRhmZWgBaoCIlg/56efc316-eeb9-4ceb-b3f3-5b544b5a209d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YyAAXwWrk9nX61jdbscF_w/105f531a-fd7e-4113-a91d-8266d77835f2.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/JzV4H0L86kmWWM7A-fIE7w/7fc1d96a-8812-41b9-9797-b5bb6872479f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/fXS2zxJniInnmcv69pX09A/febe5f08-5b2f-4092-857f-2a9fc63e2c89.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/SEcKwpal6xUvQHLHw5voBA/b3c5c979-4f38-4b0f-a6c6-de1443cefba5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/6tDK8Nf4TvZjAcZEAzb1Cg/68e52ccf-6862-4107-aae8-28f7e6a0f134.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/aPwytxi4HS0hTyUKAGz4cg/85cbc6ed-cd9b-4219-b89f-e6697314ac1c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/13vTdWUeFk6sc98FMSvB_w/29c3d4c1-2549-4fd8-a2a2-6650e541669a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/gnxNYz6o38_VQmXtAe9IsA/58302637-1dee-4a82-9f01-d1254bae12dc.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/q33JKNUSxofiC9WAxe8ZKw/3a452fac-9d3e-4ea6-9742-e0cb5220a29c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0XgpJCCRGYrLwe1tWmAyVA/16869733-557e-41f9-b6e4-3cf912f9a784.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/apaz3RB-R73BlHT8aJqDFw/bb54a4b1-35d0-4694-82af-677b8de5bc2b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Ert4A6RH65o-_DqATDDYgg/1f27c5c0-e941-432c-854a-229db40d0a44.jpg']",,2,120,"{'latitude': 37.332763219704, 'longitude': 49.058117618797}",,,,,,,,,,,,,,
gZjS0mAQ,سرعین اجازه سوییت سرعین اجازه سوییت از 600تا ،900,temporary-rent,suite-apartment,suite-apartment,26-7-2024,سرعین اجازه سوییت سرعین اجازه سوییت از 600تا ،900|اجارهٔ کوتاه مدت آپارتمان و سوئیت|سرعین|خرید و فروش سرعین اجازه سوییت نزدیک آب گرم| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,sarein,,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/6fp8aUQpBTBGvOUgiY8XrA/1fc3d021-fb1a-4e90-a762-e2f18b14f06b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/UBAviX5qcuhzReFwbbnZTA/b9d1e487-e17a-4e93-b1c3-5711b2150f8a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/KZ4YYA4AbApdsPeFBqnClA/213a5419-33e8-4fae-9460-e2664f304008.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/PAZRJxQoFzhSoZ7njV7Bvw/8de1ad15-5725-4fdc-bc6c-09fc797fbbc3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ffvnEmmP_z89EmQl3xv0Ag/4590e938-712d-4088-ae1d-2383c9dc21e8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/pG8EYxNzGpOMe72t8mi3hw/b6ca3254-b292-459f-8c1c-573572fda5af.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/pBVU1jGQPK9qKzi7K5XIdg/f23f626a-1ebd-4601-b142-98accae195ab.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/KxW3nb1zn_Ze4S40XY9CWQ/ee0b2b91-ad00-4b76-a6cb-d9c16e5f96bc.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/DdYb1JMrPZFhAE6_tG6NxA/31b1e5f5-33c7-40dd-9b61-cf2e6b6ca007.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/q4ow1kvLW56TW6UmI39xxA/a2c4c74e-1eca-442d-bfdb-1c368b9d9c96.jpg']",,2,51,"{'latitude': 38.155703898161, 'longitude': 48.072067947408}",,,,,,,,,,,,,,
gZK28yNj,۱۲۰ متر ۳ خوابه_ اسدآبادی _ ۲ پارکینگ,residential-sell,apartment-sell,apartment-sell,06-8-2024,"۱۲۰ متر ۳ خوابه_ اسدآبادی _ ۲ پارکینگ|فروش آپارتمان|تهران، یوسف‌آباد|خرید و فروش کارشناس فروش.       راد 
_____________________

۱۲۰ متر ۳ خوابه ( ۲ پارکینگ )
عکس ها برای واحد می باشد
ملک جنوبی و واحد جنوبی 
ایده آل ترین ۳ خواب منطقه
نقشه مناسب هر نوع چیدمانی 
روف گاردن حرفه ای و مجهز
سازنده ملک مقیم ساختمان است
بیشترین فایل منطقه را با ما ببینید

————— مسکن ملک آرا ۷۰۷ —————| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,yousef-abad,18800001024,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/DtGwM63lfN8OK5wxZTBySg/8656A166-40A7-40DE-958B-4F01EE73AA81.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/XH6plZaM3rulye70mgYyfA/AC3F9526-2E99-45D7-A629-649532A13442.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/yJ_ciip9fY3uTB6npVbTyg/43BF300A-333E-409E-8407-2F28517705C8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/705pk_ffxEIV2YSdXrU8Qg/2A8A0D47-D29D-4FF2-A17D-E926E9D1B7CA.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/3o9DuHmZohYcxX0D5Uhb1g/D5862B69-0598-4CA5-9C08-6762FB6421A4.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/c1EHgx400WopBExDRRtFWQ/33E0C2E2-74F6-4219-9B7B-1C75EA3EDBB8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/KgnM4p2zRaKcHn_Lm18Acw/A6444412-14AF-41D9-88F7-AB9654DDBE89.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/xHjNRllOwLIE3zsxwKqVaA/2739C349-C504-4223-85CD-B752CE6D2404.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/TXG7Djjes5GKsNiDgwtywA/A6C3736B-E298-46EE-99F0-E6064463ED4C.jpg']",1393,3,120,,دارد,دارد,دارد,2,,تک‌برگ,جنوبی,,دارد,ایرانی و فرنگی,سنگ,کولر آبی,شوفاژ,پکیج
gZK8IKq9,ویلا شهرکی,residential-sell,house-villa-sell,house-villa-sell,30-7-2024,ویلا شهرکی|فروش خانه و ویلا|نوشهر|خرید و فروش املاکی عزیز تماس نگیرید. پیام پاسخگو نیستم لطفا تماس بگیرید ◼مشخصات ویلا ✅ویلا مدرن ✅متراژ زمین: 250 متر ✅متراژ بنا: 270متر ✅3خواب مستر کمددیواری فول ✅حیاط سازی سرسبز با درختان بزرگ ✅روفگاردن ✅شهرکی ✅تهرانی نشین ✅دسترسی عالی به تموم امکانات رفاهی ✅نزدیک به کوه.جنگل.دریا.دریاچه با شرایط خوب املاکی عزیز تماس نگیرید| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,nowshahr,,3500000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/pOw_V6tgW263ZH5kHGSicQ/bdb66fe0-4e74-42e9-956e-ed5e789f64f5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/8lNLWwYka2-dM1rvzfBg_g/dfd29d98-c675-489f-ae89-f104b39422ad.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YFUDTQnCi-fAObl6IC-QvQ/026e415b-1cb4-4e44-a8fb-b23c70562e9e.jpg']",1402,4,270,"{'latitude': 36.64976, 'longitude': 51.490864}",,دارد,دارد,,,,,بازسازی نشده,دارد,,,,,
